,,,,,,from days,from death,,,,,,,
12,2,2,0,213,1250245,4,8428,,,,,,,
9,2,1,18,213,1250250,4,8433,,,,,,,
8,1,0,3,213,1250251,4,8434,,,,,,,
16,2,0,6,213,1250251,4,8434,,,,,,,
7,1,0,21,213,1250252,4,8435,,,,,,,
14,2,0,11,213,1250252,4,8435,,,,,,,
8,1,0,22,213,1250253,4,8436,,,,,,,
15,2,0,22,213,1250254,4,8437,,,,,,,
5,1,2,5,213,1250255,4,8438,,,,,,,
9,1,0,4,213,1250258,4,8441,,,,,,,
18,2,0,8,213,1250258,4,8441,,,,,,,
10,2,2,5,213,1250259,4,8442,,,,,,,
19,2,0,5,213,1250259,4,8442,,,,,,,
8,1,0,20,213,1250260,4,8443,,,,,,,
10,2,1,6,213,1250260,4,8443,,,,,,,
9,2,1,11,213,1250261,4,8444,,,,,,,
17,2,0,20,213,1250261,4,8444,,,,,,,
9,2,2,7,213,1250262,4,8445,,,,,,,
7,1,0,22,213,1250266,4,8449,,,,,,,
22,2,0,1,213,1250266,4,8449,,,,,,,
23,2,0,1,213,1250266,4,8449,,,,,,,
7,1,0,8,213,1250268,4,8451,,,,,,,
7,1,0,23,213,1250268,4,8451,,,,,,,
8,1,0,7,213,1250268,4,8451,,,,,,,
8,1,0,12,213,1250268,4,8451,,,,,,,
14,2,0,16,213,1250268,4,8451,,,,,,,
16,2,0,14,213,1250268,4,8451,,,,,,,
16,2,0,24,213,1250268,4,8451,,,,,,,
9,2,2,10,214,1250269,5,8452,,,,,,,
16,2,0,17,213,1250269,4,8452,,,,,,,
15,2,0,20,213,1250271,4,8454,,,,,,,
12,1,0,0,213,1250272,4,8455,,,,,,,
24,2,0,0,213,1250272,4,8455,,,,,,,
15,2,0,10,213,1250273,4,8456,,,,,,,
21,2,0,2,213,1250273,4,8456,,,,,,,
12,2,1,1,213,1250275,4,8458,,,,,,,
7,1,0,13,213,1250276,4,8459,,,,,,,
9,2,2,15,214,1250276,5,8459,,,,,,,
8,2,2,19,213,1250278,4,8461,,,,,,,
9,2,2,17,213,1250278,4,8461,,,,,,,
4,1,1,24,214,1250279,5,8462,,,,,,,
9,2,1,7,213,1250280,4,8463,,,,,,,
7,1,0,10,213,1250282,4,8465,,,,,,,
14,2,0,20,213,1250282,4,8465,,,,,,,
15,2,0,17,213,1250283,4,8466,,,,,,,
4,1,1,19,213,1250286,4,8469,,,,,,,
8,2,2,23,213,1250286,4,8469,,,,,,,
19,2,0,2,213,1250286,4,8469,,,,,,,
5,1,2,7,213,1250287,4,8470,,,,,,,
9,2,2,11,214,1250287,5,8470,,,,,,,
8,1,0,4,213,1250288,4,8471,,,,,,,
10,2,1,14,213,1250288,4,8471,,,,,,,
16,2,0,8,213,1250288,4,8471,,,,,,,
10,2,1,4,214,1250290,5,8473,,,,,,,
11,2,1,2,213,1250290,4,8473,,,,,,,
16,2,0,11,213,1250290,4,8473,,,,,,,
18,2,0,3,213,1250292,4,8475,,,,,,,
6,1,2,2,213,1250293,4,8476,,,,,,,
9,2,1,14,213,1250293,4,8476,,,,,,,
15,2,0,23,213,1250293,4,8476,,,,,,,
5,1,2,10,213,1250294,4,8477,,,,,,,
13,2,0,16,213,1250294,4,8477,,,,,,,
5,1,2,6,213,1250295,4,8478,,,,,,,
23,2,0,0,213,1250295,4,8478,,,,,,,
5,1,2,4,213,1250301,4,8484,,,,,,,
7,1,0,18,213,1250302,4,8485,,,,,,,
14,2,0,21,213,1250302,4,8485,,,,,,,
17,2,0,7,213,1250303,4,8486,,,,,,,
9,2,1,8,214,1250305,5,8488,,,,,,,
19,2,0,4,213,1250306,4,8489,,,,,,,
6,1,0,24,213,1250307,4,8490,,,,,,,
5,1,1,2,213,1250311,4,8494,,,,,,,
10,1,0,1,213,1250311,4,8494,,,,,,,
10,2,2,4,213,1250311,4,8494,,,,,,,
20,2,0,2,213,1250311,4,8494,,,,,,,
8,1,0,2,213,1250315,4,8498,,,,,,,
13,2,0,23,213,1250315,4,8498,,,,,,,
16,2,0,4,213,1250315,4,8498,,,,,,,
4,1,1,22,214,1250316,5,8499,,,,,,,
8,1,0,18,213,1250316,4,8499,,,,,,,
8,2,2,15,213,1250316,4,8499,,,,,,,
21,2,0,1,213,1250317,4,8500,,,,,,,
9,2,2,8,214,1250318,5,8501,,,,,,,
7,1,0,5,213,1250319,4,8502,,,,,,,
14,2,0,10,213,1250319,4,8502,,,,,,,
4,1,1,18,214,1250320,5,8503,,,,,,,
11,1,0,0,213,1250321,4,8504,,,,,,,
22,2,0,0,213,1250321,4,8504,,,,,,,
15,2,0,15,213,1250322,4,8505,,,,,,,
4,1,1,8,214,1250323,5,8506,,,,,,,
8,2,2,16,214,1250323,5,8506,,,,,,,
7,1,0,19,213,1250324,4,8507,,,,,,,
9,2,2,9,213,1250325,4,8508,,,,,,,
15,2,0,9,213,1250325,4,8508,,,,,,,
11,2,2,1,213,1250326,4,8509,,,,,,,
13,2,0,17,213,1250329,4,8512,,,,,,,
15,2,0,8,213,1250329,4,8512,,,,,,,
6,1,0,20,213,1250330,4,8513,,,,,,,
15,2,0,7,213,1250330,4,8513,,,,,,,
4,1,2,20,213,1250331,4,8514,,,,,,,
7,1,0,6,213,1250333,4,8516,,,,,,,
7,1,0,11,213,1250333,4,8516,,,,,,,
10,2,1,3,214,1250333,5,8516,,,,,,,
14,2,0,12,213,1250333,4,8516,,,,,,,
14,2,0,22,213,1250333,4,8516,,,,,,,
4,1,1,16,213,1250334,4,8517,,,,,,,
20,2,0,1,213,1250334,4,8517,,,,,,,
9,2,1,10,213,1250336,4,8519,,,,,,,
13,2,0,18,213,1250337,4,8520,,,,,,,
14,2,0,9,213,1250338,4,8521,,,,,,,
4,1,1,7,213,1250339,4,8522,,,,,,,
8,2,2,14,213,1250339,4,8522,,,,,,,
4,1,1,20,213,1250340,4,8523,,,,,,,
16,2,0,3,213,1250340,4,8523,,,,,,,
9,1,0,1,213,1250341,4,8524,,,,,,,
15,2,0,14,213,1250341,4,8524,,,,,,,
18,2,0,2,213,1250341,4,8524,,,,,,,
9,2,1,19,213,1250343,4,8526,,,,,,,
12,2,1,0,213,1250344,4,8527,,,,,,,
13,2,0,13,213,1250345,4,8528,,,,,,,
9,2,1,9,213,1250346,4,8529,,,,,,,
17,2,0,3,213,1250346,4,8529,,,,,,,
4,1,1,21,213,1250347,4,8530,,,,,,,
9,1,0,2,213,1250347,4,8530,,,,,,,
9,2,1,24,213,1250347,4,8530,,,,,,,
15,2,0,12,213,1250347,4,8530,,,,,,,
18,2,0,4,213,1250347,4,8530,,,,,,,
4,1,1,9,213,1250348,4,8531,,,,,,,
8,2,2,18,213,1250348,4,8531,,,,,,,
14,2,0,17,213,1250349,4,8532,,,,,,,
13,2,0,12,213,1250350,4,8533,,,,,,,
16,2,0,5,213,1250350,4,8533,,,,,,,
4,1,1,11,213,1250351,4,8534,,,,,,,
8,2,2,22,213,1250351,4,8534,,,,,,,
15,2,0,19,213,1250352,4,8535,,,,,,,
21,2,0,0,213,1250352,4,8535,,,,,,,
11,2,1,1,214,1250354,5,8537,,,,,,,
13,2,0,21,213,1250354,4,8537,,,,,,,
4,1,1,12,213,1250355,4,8538,,,,,,,
8,2,1,19,213,1250355,4,8538,,,,,,,
8,2,2,24,213,1250355,4,8538,,,,,,,
9,2,2,6,213,1250355,4,8538,,,,,,,
7,1,0,17,213,1250357,4,8540,,,,,,,
14,2,0,23,213,1250357,4,8540,,,,,,,
15,2,0,11,213,1250358,4,8541,,,,,,,
12,2,0,23,213,1250359,4,8542,,,,,,,
7,1,0,14,213,1250361,4,8544,,,,,,,
14,2,0,15,213,1250361,4,8544,,,,,,,
17,2,0,6,213,1250362,4,8545,,,,,,,
7,1,0,24,213,1250363,4,8546,,,,,,,
4,1,1,5,213,1250365,4,8548,,,,,,,
8,2,2,10,213,1250365,4,8548,,,,,,,
17,2,0,4,213,1250365,4,8548,,,,,,,
12,2,0,21,213,1250367,4,8550,,,,,,,
13,2,0,20,213,1250367,4,8550,,,,,,,
19,2,0,1,213,1250367,4,8550,,,,,,,
14,2,0,19,213,1250368,4,8551,,,,,,,
9,2,1,16,213,1250369,4,8552,,,,,,,
9,2,1,13,213,1250370,4,8553,,,,,,,
15,2,0,5,213,1250374,4,8557,,,,,,,
7,1,0,4,213,1250377,4,8560,,,,,,,
14,2,0,8,213,1250377,4,8560,,,,,,,
8,2,2,13,214,1250378,5,8561,,,,,,,
10,1,0,0,213,1250380,4,8563,,,,,,,
20,2,0,0,213,1250380,4,8563,,,,,,,
9,2,1,6,213,1250381,4,8564,,,,,,,
6,1,0,9,213,1250382,4,8565,,,,,,,
12,2,0,18,213,1250382,4,8565,,,,,,,
15,2,0,21,213,1250382,4,8565,,,,,,,
4,1,1,14,214,1250383,5,8566,,,,,,,
9,2,2,5,213,1250383,4,8566,,,,,,,
17,2,0,5,213,1250383,4,8566,,,,,,,
14,2,0,7,213,1250384,4,8567,,,,,,,
15,2,0,6,213,1250386,4,8569,,,,,,,
7,1,0,16,213,1250387,4,8570,,,,,,,
13,2,0,24,213,1250388,4,8571,,,,,,,
6,1,0,23,213,1250389,4,8572,,,,,,,
15,2,0,13,213,1250389,4,8572,,,,,,,
8,2,1,24,213,1250390,4,8573,,,,,,,
13,2,0,14,213,1250390,4,8573,,,,,,,
18,2,0,1,213,1250391,4,8574,,,,,,,
7,1,0,12,213,1250392,4,8575,,,,,,,
10,2,2,3,213,1250392,4,8575,,,,,,,
14,2,0,24,213,1250392,4,8575,,,,,,,
15,2,0,4,213,1250393,4,8576,,,,,,,
1,0,1,1,214,1250394,5,8577,,,,,,,
2,0,2,2,214,1250394,5,8577,,,,,,,
11,2,2,0,213,1250395,4,8578,,,,,,,
8,2,1,23,213,1250396,4,8579,,,,,,,
6,1,0,8,213,1250397,4,8580,,,,,,,
7,1,0,7,213,1250397,4,8580,,,,,,,
12,2,0,16,213,1250397,4,8580,,,,,,,
14,2,0,14,213,1250397,4,8580,,,,,,,
6,1,2,1,213,1250402,4,8585,,,,,,,
8,2,2,11,214,1250403,5,8586,,,,,,,
6,1,0,22,213,1250407,4,8590,,,,,,,
8,2,1,20,213,1250407,4,8590,,,,,,,
17,2,0,2,213,1250407,4,8590,,,,,,,
8,2,1,9,213,1250408,4,8591,,,,,,,
6,1,0,19,213,1250409,4,8592,,,,,,,
8,2,1,18,213,1250409,4,8592,,,,,,,
12,2,0,11,213,1250410,4,8593,,,,,,,
5,1,1,1,213,1250412,4,8595,,,,,,,
10,2,2,2,213,1250412,4,8595,,,,,,,
7,1,0,9,213,1250413,4,8596,,,,,,,
14,2,0,18,213,1250413,4,8596,,,,,,,
4,1,1,10,213,1250414,4,8597,,,,,,,
8,2,2,20,213,1250414,4,8597,,,,,,,
13,2,0,15,213,1250416,4,8599,,,,,,,
19,2,0,0,213,1250416,4,8599,,,,,,,
6,1,0,13,213,1250417,4,8600,,,,,,,
8,2,2,21,213,1250417,4,8600,,,,,,,
13,2,0,11,213,1250417,4,8600,,,,,,,
6,1,0,7,213,1250421,4,8604,,,,,,,
12,2,0,14,213,1250421,4,8604,,,,,,,
15,2,0,3,213,1250422,4,8605,,,,,,,
4,1,1,17,213,1250423,4,8606,,,,,,,
6,1,0,17,213,1250431,4,8614,,,,,,,
4,1,1,6,214,1250434,5,8617,,,,,,,
8,2,2,12,214,1250434,5,8617,,,,,,,
8,2,2,17,213,1250436,4,8619,,,,,,,
12,2,0,17,213,1250437,4,8620,,,,,,,
6,1,0,11,213,1250438,4,8621,,,,,,,
12,2,0,22,213,1250438,4,8621,,,,,,,
8,2,1,22,213,1250439,4,8622,,,,,,,
10,2,1,2,213,1250440,4,8623,,,,,,,
6,1,0,12,213,1250442,4,8625,,,,,,,
12,2,0,24,213,1250442,4,8625,,,,,,,
13,2,0,10,213,1250443,4,8626,,,,,,,
4,1,1,4,213,1250444,4,8627,,,,,,,
8,2,2,8,213,1250444,4,8627,,,,,,,
12,2,0,13,213,1250444,4,8627,,,,,,,
6,1,0,15,213,1250446,4,8629,,,,,,,
8,1,0,1,213,1250447,4,8630,,,,,,,
16,2,0,2,213,1250447,4,8630,,,,,,,
9,2,1,12,213,1250448,4,8631,,,,,,,
4,1,2,24,213,1250451,4,8634,,,,,,,
8,2,2,7,213,1250452,4,8635,,,,,,,
17,2,0,1,213,1250453,4,8636,,,,,,,
9,2,1,5,213,1250454,4,8637,,,,,,,
9,1,0,0,213,1250458,4,8641,,,,,,,
18,2,0,0,213,1250458,4,8641,,,,,,,
8,2,1,21,213,1250459,4,8642,,,,,,,
13,2,0,19,213,1250459,4,8642,,,,,,,
4,1,2,18,213,1250460,4,8643,,,,,,,
6,1,0,21,213,1250460,4,8643,,,,,,,
7,1,0,3,213,1250463,4,8646,,,,,,,
14,2,0,6,213,1250463,4,8646,,,,,,,
4,1,1,23,214,1250464,5,8647,,,,,,,
8,2,1,17,213,1250464,4,8647,,,,,,,
11,2,1,0,213,1250464,4,8647,,,,,,,
13,2,0,7,213,1250464,4,8647,,,,,,,
9,2,1,4,214,1250477,5,8660,,,,,,,
6,1,0,18,213,1250478,4,8661,,,,,,,
13,2,0,22,213,1250478,4,8661,,,,,,,
6,1,0,10,213,1250479,4,8662,,,,,,,
12,2,0,20,213,1250479,4,8662,,,,,,,
8,2,1,16,213,1250480,4,8663,,,,,,,
9,2,2,4,213,1250482,4,8665,,,,,,,
13,2,0,9,213,1250483,4,8666,,,,,,,
6,1,0,16,213,1250484,4,8667,,,,,,,
12,2,0,19,213,1250486,4,8669,,,,,,,
4,1,2,17,213,1250488,4,8671,,,,,,,
4,1,1,15,214,1250490,5,8673,,,,,,,
8,2,2,9,214,1250490,5,8673,,,,,,,
16,2,0,1,213,1250493,4,8676,,,,,,,
10,2,1,1,214,1250494,5,8677,,,,,,,
11,2,0,20,213,1250495,4,8678,,,,,,,
12,2,0,9,213,1250496,4,8679,,,,,,,
6,1,0,5,213,1250500,4,8683,,,,,,,
12,2,0,10,213,1250500,4,8683,,,,,,,
12,2,0,15,213,1250501,4,8684,,,,,,,
4,1,2,22,214,1250502,5,8685,,,,,,,
4,1,2,21,213,1250504,4,8687,,,,,,,
7,1,0,2,213,1250505,4,8688,,,,,,,
14,2,0,4,213,1250505,4,8688,,,,,,,
4,1,2,15,214,1250506,5,8689,,,,,,,
4,1,2,23,214,1250507,5,8690,,,,,,,
10,2,2,1,213,1250507,4,8690,,,,,,,
4,1,2,16,213,1250508,4,8691,,,,,,,
8,2,1,7,214,1250508,5,8691,,,,,,,
13,2,0,5,213,1250508,4,8691,,,,,,,
17,2,0,0,213,1250508,4,8691,,,,,,,
11,2,0,12,213,1250510,4,8693,,,,,,,
8,2,1,10,213,1250515,4,8698,,,,,,,
6,1,0,6,213,1250516,4,8699,,,,,,,
12,2,0,12,213,1250516,4,8699,,,,,,,
9,2,1,3,213,1250517,4,8700,,,,,,,
7,1,0,1,213,1250520,4,8703,,,,,,,
14,2,0,2,213,1250520,4,8703,,,,,,,
11,2,0,11,213,1250521,4,8704,,,,,,,
14,2,0,5,213,1250521,4,8704,,,,,,,
6,1,2,0,213,1250522,4,8705,,,,,,,
7,2,1,24,213,1250522,4,8705,,,,,,,
8,2,1,14,213,1250522,4,8705,,,,,,,
13,2,0,8,213,1250522,4,8705,,,,,,,
11,2,0,17,213,1250523,4,8706,,,,,,,
8,2,1,8,214,1250524,5,8707,,,,,,,
15,2,0,2,213,1250525,4,8708,,,,,,,
8,2,1,13,213,1250528,4,8711,,,,,,,
6,1,0,14,213,1250531,4,8714,,,,,,,
15,2,0,1,213,1250532,4,8715,,,,,,,
7,2,1,23,213,1250534,4,8717,,,,,,,
4,1,1,3,213,1250536,4,8719,,,,,,,
8,2,2,6,213,1250536,4,8719,,,,,,,
11,2,0,19,213,1250537,4,8720,,,,,,,
9,2,2,3,213,1250538,4,8721,,,,,,,
5,1,0,20,213,1250539,4,8722,,,,,,,
13,2,0,6,213,1250542,4,8725,,,,,,,
11,2,0,14,213,1250543,4,8726,,,,,,,
7,2,1,21,213,1250548,4,8731,,,,,,,
5,1,2,3,213,1250552,4,8735,,,,,,,
5,1,0,13,213,1250553,4,8736,,,,,,,
11,2,0,9,213,1250553,4,8736,,,,,,,
13,2,0,3,213,1250553,4,8736,,,,,,,
7,2,2,18,213,1250554,4,8737,,,,,,,
11,2,0,24,213,1250558,4,8741,,,,,,,
4,1,1,13,214,1250559,5,8742,,,,,,,
8,1,0,0,213,1250560,4,8743,,,,,,,
8,2,1,11,213,1250560,4,8743,,,,,,,
16,2,0,0,213,1250560,4,8743,,,,,,,
11,2,0,16,213,1250561,4,8744,,,,,,,
5,1,0,22,213,1250562,4,8745,,,,,,,
8,2,1,6,214,1250566,5,8749,,,,,,,
6,1,0,4,213,1250567,4,8750,,,,,,,
12,2,0,8,213,1250567,4,8750,,,,,,,
6,1,0,3,213,1250568,4,8751,,,,,,,
12,2,0,6,213,1250568,4,8751,,,,,,,
14,2,0,3,213,1250569,4,8752,,,,,,,
5,1,0,11,213,1250570,4,8753,,,,,,,
10,2,0,22,213,1250570,4,8753,,,,,,,
5,1,1,0,213,1250574,4,8757,,,,,,,
10,2,2,0,213,1250574,4,8757,,,,,,,
13,2,0,4,213,1250574,4,8757,,,,,,,
8,2,1,15,213,1250575,4,8758,,,,,,,
13,2,0,2,213,1250575,4,8758,,,,,,,
4,1,2,10,213,1250576,4,8759,,,,,,,
7,2,2,22,213,1250578,4,8761,,,,,,,
7,2,2,24,214,1250578,5,8761,,,,,,,
11,2,0,23,213,1250585,4,8768,,,,,,,
10,2,0,21,213,1250587,4,8770,,,,,,,
11,2,0,8,213,1250587,4,8770,,,,,,,
5,1,0,19,213,1250588,4,8771,,,,,,,
8,2,1,12,213,1250588,4,8771,,,,,,,
7,2,2,16,213,1250589,4,8772,,,,,,,
14,2,0,1,213,1250589,4,8772,,,,,,,
8,2,2,5,213,1250593,4,8776,,,,,,,
10,2,0,17,213,1250593,4,8776,,,,,,,
10,2,0,13,213,1250596,4,8779,,,,,,,
5,1,0,10,213,1250597,4,8780,,,,,,,
10,2,0,20,213,1250597,4,8780,,,,,,,
11,2,0,13,213,1250598,4,8781,,,,,,,
5,1,0,9,213,1250600,4,8783,,,,,,,
10,2,0,18,213,1250600,4,8783,,,,,,,
12,2,0,5,213,1250602,4,8785,,,,,,,
8,2,1,5,214,1250603,5,8786,,,,,,,
11,2,0,22,213,1250603,4,8786,,,,,,,
5,1,0,12,213,1250605,4,8788,,,,,,,
10,2,0,24,213,1250605,4,8788,,,,,,,
4,1,2,19,214,1250606,5,8789,,,,,,,
11,2,0,10,213,1250606,4,8789,,,,,,,
5,1,2,2,213,1250609,4,8792,,,,,,,
10,2,1,0,213,1250610,4,8793,,,,,,,
11,2,0,15,213,1250610,4,8793,,,,,,,
9,2,2,2,213,1250613,4,8796,,,,,,,
5,1,0,17,213,1250614,4,8797,,,,,,,
12,2,0,7,213,1250614,4,8797,,,,,,,
15,2,0,0,213,1250618,4,8801,,,,,,,
4,1,2,14,213,1250622,4,8805,,,,,,,
11,2,0,7,213,1250624,4,8807,,,,,,,
7,2,2,21,213,1250625,4,8808,,,,,,,
9,2,1,2,214,1250625,5,8808,,,,,,,
10,2,0,23,213,1250627,4,8810,,,,,,,
5,1,0,14,213,1250629,4,8812,,,,,,,
6,1,0,2,213,1250633,4,8816,,,,,,,
12,2,0,4,213,1250633,4,8816,,,,,,,
11,2,0,21,213,1250634,4,8817,,,,,,,
7,2,2,19,213,1250635,4,8818,,,,,,,
2,0,2,1,214,1250636,5,8819,,,,,,,
5,1,0,6,213,1250637,4,8820,,,,,,,
10,2,0,12,213,1250637,4,8820,,,,,,,
7,2,2,17,213,1250638,4,8821,,,,,,,
11,2,0,18,213,1250640,4,8823,,,,,,,
7,2,1,20,213,1250641,4,8824,,,,,,,
4,1,2,13,213,1250647,4,8830,,,,,,,
5,1,0,24,213,1250654,4,8837,,,,,,,
13,2,0,1,213,1250655,4,8838,,,,,,,
4,1,2,7,213,1250656,4,8839,,,,,,,
9,2,0,15,213,1250656,4,8839,,,,,,,
5,1,0,15,213,1250658,4,8841,,,,,,,
5,1,0,21,213,1250658,4,8841,,,,,,,
4,1,2,12,213,1250659,4,8842,,,,,,,
5,1,0,16,213,1250662,4,8845,,,,,,,
11,2,0,5,213,1250665,4,8848,,,,,,,
4,1,1,2,213,1250666,4,8849,,,,,,,
8,2,2,4,213,1250666,4,8849,,,,,,,
5,1,0,23,213,1250667,4,8850,,,,,,,
7,2,1,15,214,1250667,5,8850,,,,,,,
9,2,1,1,214,1250667,5,8850,,,,,,,
7,2,1,19,213,1250669,4,8852,,,,,,,
7,2,2,14,214,1250669,5,8852,,,,,,,
10,2,0,11,213,1250670,4,8853,,,,,,,
7,2,1,11,213,1250672,4,8855,,,,,,,
11,2,0,6,213,1250674,4,8857,,,,,,,
7,2,2,11,213,1250677,4,8860,,,,,,,
4,1,2,9,213,1250680,4,8863,,,,,,,
4,1,2,11,213,1250684,4,8867,,,,,,,
7,2,1,16,213,1250686,4,8869,,,,,,,
5,1,0,8,213,1250687,4,8870,,,,,,,
10,2,0,16,213,1250687,4,8870,,,,,,,
7,1,0,0,213,1250688,4,8871,,,,,,,
14,2,0,0,213,1250688,4,8871,,,,,,,
8,2,1,3,214,1250689,5,8872,,,,,,,
8,2,1,4,214,1250691,5,8874,,,,,,,
7,2,1,7,214,1250692,5,8875,,,,,,,
4,1,2,8,213,1250694,4,8877,,,,,,,
5,1,0,4,213,1250696,4,8879,,,,,,,
10,2,0,8,213,1250696,4,8879,,,,,,,
4,1,2,6,213,1250697,4,8880,,,,,,,
12,2,0,3,213,1250697,4,8880,,,,,,,
5,1,0,18,213,1250701,4,8884,,,,,,,
6,1,0,1,213,1250701,4,8884,,,,,,,
9,2,2,1,213,1250701,4,8884,,,,,,,
12,2,0,2,213,1250701,4,8884,,,,,,,
7,2,1,18,213,1250702,4,8885,,,,,,,
3,1,1,19,213,1250703,4,8886,,,,,,,
7,2,2,15,213,1250703,4,8886,,,,,,,
11,2,0,4,213,1250704,4,8887,,,,,,,
4,1,2,5,213,1250705,4,8888,,,,,,,
9,2,0,21,213,1250705,4,8888,,,,,,,
10,2,0,9,213,1250708,4,8891,,,,,,,
7,2,2,10,214,1250710,5,8893,,,,,,,
9,2,0,24,213,1250712,4,8895,,,,,,,
10,2,0,15,213,1250713,4,8896,,,,,,,
5,1,0,3,213,1250715,4,8898,,,,,,,
10,2,0,6,213,1250715,4,8898,,,,,,,
7,2,2,20,214,1250719,5,8902,,,,,,,
7,2,1,13,214,1250720,5,8903,,,,,,,
10,2,0,5,213,1250720,4,8903,,,,,,,
7,2,2,9,213,1250721,4,8904,,,,,,,
7,2,1,22,213,1250724,4,8907,,,,,,,
9,2,0,22,213,1250727,4,8910,,,,,,,
10,2,0,7,213,1250730,4,8913,,,,,,,
8,2,2,3,213,1250732,4,8915,,,,,,,
7,2,1,17,213,1250737,4,8920,,,,,,,
7,2,2,12,214,1250739,5,8922,,,,,,,
5,1,2,1,213,1250740,4,8923,,,,,,,
7,2,2,13,213,1250743,4,8926,,,,,,,
11,2,0,3,213,1250743,4,8926,,,,,,,
7,2,1,10,214,1250744,5,8927,,,,,,,
5,1,0,2,213,1250745,4,8928,,,,,,,
10,2,0,4,213,1250745,4,8928,,,,,,,
7,2,1,12,214,1250747,5,8930,,,,,,,
3,1,1,15,213,1250749,4,8932,,,,,,,
7,2,2,23,213,1250749,4,8932,,,,,,,
9,2,0,18,213,1250752,4,8935,,,,,,,
3,1,1,22,213,1250757,4,8940,,,,,,,
7,2,2,8,213,1250758,4,8941,,,,,,,
10,2,0,19,213,1250759,4,8942,,,,,,,
3,1,1,23,214,1250760,5,8943,,,,,,,
4,1,0,15,213,1250761,4,8944,,,,,,,
3,1,1,21,213,1250762,4,8945,,,,,,,
10,2,0,3,213,1250763,4,8946,,,,,,,
5,1,0,5,213,1250764,4,8947,,,,,,,
10,2,0,10,213,1250764,4,8947,,,,,,,
13,2,0,0,213,1250765,4,8948,,,,,,,
5,1,0,7,213,1250766,4,8949,,,,,,,
10,2,0,14,213,1250766,4,8949,,,,,,,
7,2,1,14,213,1250769,4,8952,,,,,,,
12,2,0,1,213,1250769,4,8952,,,,,,,
9,2,0,11,213,1250770,4,8953,,,,,,,
9,2,1,0,213,1250773,4,8956,,,,,,,
7,2,2,7,213,1250785,4,8968,,,,,,,
9,2,0,16,213,1250787,4,8970,,,,,,,
3,1,1,24,213,1250791,4,8974,,,,,,,
8,2,1,2,214,1250791,5,8974,,,,,,,
3,1,1,13,214,1250792,5,8975,,,,,,,
9,2,2,0,213,1250793,4,8976,,,,,,,
11,2,0,2,213,1250795,4,8978,,,,,,,
4,1,2,4,213,1250796,4,8979,,,,,,,
7,2,2,6,213,1250796,4,8979,,,,,,,
7,2,1,8,214,1250799,5,8982,,,,,,,
9,2,0,8,213,1250803,4,8986,,,,,,,
3,1,1,11,214,1250805,5,8988,,,,,,,
6,2,2,22,214,1250805,5,8988,,,,,,,
7,2,1,6,213,1250805,4,8988,,,,,,,
4,1,0,12,213,1250806,4,8989,,,,,,,
8,2,0,24,213,1250806,4,8989,,,,,,,
9,2,0,13,213,1250806,4,8989,,,,,,,
6,2,2,21,213,1250807,4,8990,,,,,,,
3,1,1,10,213,1250816,4,8999,,,,,,,
6,2,2,20,213,1250816,4,8999,,,,,,,
9,2,0,19,213,1250819,4,9002,,,,,,,
9,2,0,23,213,1250820,4,9003,,,,,,,
3,1,1,20,214,1250821,5,9004,,,,,,,
4,1,0,19,213,1250822,4,9005,,,,,,,
7,2,1,9,213,1250823,4,9006,,,,,,,
6,2,1,21,214,1250824,5,9007,,,,,,,
9,2,0,14,213,1250828,4,9011,,,,,,,
9,2,0,17,213,1250828,4,9011,,,,,,,
9,2,0,7,213,1250837,4,9020,,,,,,,
4,1,0,11,213,1250843,4,9026,,,,,,,
8,2,0,22,213,1250843,4,9026,,,,,,,
3,1,1,17,214,1250844,5,9027,,,,,,,
6,2,1,14,214,1250844,5,9027,,,,,,,
9,2,0,12,213,1250848,4,9031,,,,,,,
4,1,1,1,213,1250850,4,9033,,,,,,,
8,2,2,2,213,1250850,4,9033,,,,,,,
7,2,1,5,214,1250851,5,9034,,,,,,,
9,2,0,20,213,1250853,4,9036,,,,,,,
1,0,2,14,214,1250854,5,9037,,,,,,,
6,1,0,0,213,1250854,4,9037,,,,,,,
6,2,2,19,213,1250854,4,9037,,,,,,,
12,2,0,0,213,1250854,4,9037,,,,,,,
3,1,1,18,214,1250855,5,9038,,,,,,,
6,2,2,23,214,1250855,5,9038,,,,,,,
4,1,0,22,213,1250864,4,9047,,,,,,,
4,1,0,21,213,1250865,4,9048,,,,,,,
11,2,0,1,213,1250865,4,9048,,,,,,,
3,1,1,12,214,1250867,5,9050,,,,,,,
6,2,2,24,214,1250867,5,9050,,,,,,,
3,1,1,9,214,1250869,5,9052,,,,,,,
4,1,0,7,213,1250869,4,9052,,,,,,,
6,2,2,18,214,1250869,5,9052,,,,,,,
8,2,0,14,213,1250869,4,9052,,,,,,,
9,2,0,10,213,1250870,4,9053,,,,,,,
3,1,1,14,214,1250871,5,9054,,,,,,,
1,0,2,13,214,1250872,5,9055,,,,,,,
4,1,0,8,213,1250873,4,9056,,,,,,,
8,2,0,16,213,1250873,4,9056,,,,,,,
6,2,1,18,213,1250875,4,9058,,,,,,,
4,1,0,23,213,1250876,4,9059,,,,,,,
9,2,0,6,213,1250876,4,9059,,,,,,,
4,1,0,16,213,1250877,4,9060,,,,,,,
4,1,0,14,213,1250879,4,9062,,,,,,,
5,1,0,1,213,1250882,4,9065,,,,,,,
10,2,0,2,213,1250882,4,9065,,,,,,,
